Tarih,Simdi,Acilis,Yuksek,Dusuk,Hac.,Fark %,Fark,RSI,Brent_Petrol,USD_TR,MACD,Williams
19.03.2017,90382.71,90261.59,91497.0,89277.36,3.6,-0.12,121.12,74.4,-1.85,-0.65,9.66,-44.98
26.03.2017,88947.4,90290.67,90390.33,88818.56,3.23,-1.59,-1343.27,79.0,4.0,0.68,-107.16,-46.87
02.04.2017,88497.33,89020.47,89069.69,87997.7,2.8,-0.51,-523.14,75.37,4.56,2.61,-41.73,-47.46
09.04.2017,90063.69,88765.78,91832.03,88730.81,3.73,1.77,1297.91,76.23,1.18,0.08,103.54,-45.4
16.04.2017,92423.93,90731.33,92909.3,90052.4,3.93,2.62,1692.6,75.76,-7.03,-2.48,135.02,-42.29
23.04.2017,94655.31,92920.01,95196.45,92770.72,4.21,2.41,1735.3,76.67,-0.44,-2.43,138.43,-39.35
30.04.2017,93928.39,94994.04,95358.76,92999.81,3.03,-0.77,-1065.65,78.84,-5.08,-0.21,-85.01,-40.31
07.05.2017,94996.35,94332.63,96491.03,93673.29,4.33,1.14,663.72,75.75,3.54,0.82,52.95,-38.9
14.05.2017,95147.34,95569.29,96629.15,94363.65,3.58,0.16,-421.95,75.01,5.45,0.06,-33.66,-38.7
21.05.2017,97533.28,95855.32,98794.9,95855.32,5.14,2.51,1677.96,74.22,-2.72,0.07,133.85,-35.56
28.05.2017,98867.9,97695.45,98867.9,96925.86,3.97,1.37,1172.45,70.62,-4.22,-1.9,93.53,-33.8
04.06.2017,98942.87,99150.46,99278.08,97469.8,4.34,0.08,-207.59,72.12,-3.6,0.78,-16.56,-33.7
11.06.2017,98192.55,98915.05,100000.79,97930.19,4.28,-0.76,-722.5,70.17,-1.62,-0.98,-57.64,-34.69
18.06.2017,99638.65,98735.95,100265.64,98723.17,3.49,1.47,902.7,69.5,-3.86,0.17,72.01,-32.79
25.06.2017,100440.39,99439.14,100990.54,99418.58,2.39,0.8,1001.25,69.23,5.23,0.35,79.87,-31.73
02.07.2017,100084.37,100639.31,101415.68,100084.37,3.8,-0.35,-554.94,64.98,-2.53,2.75,-44.27,-32.2
09.07.2017,105175.73,100589.08,105199.7,100589.08,4.32,5.09,4586.65,67.71,4.71,-2.21,365.89,-25.5
16.07.2017,106842.79,105362.44,107749.8,105197.99,4.31,1.59,1480.35,68.92,-1.74,-0.05,118.09,-23.3
23.07.2017,107699.72,107212.89,108605.51,106574.94,4.58,0.8,486.83,74.56,9.28,-0.24,38.84,-22.17
30.07.2017,108545.31,107920.55,108648.59,105975.96,4.54,0.79,624.76,72.81,-0.19,0.0,49.84,-21.06
06.08.2017,106963.1,109105.09,110321.81,106075.51,5.27,-1.46,-2141.99,71.89,-0.61,0.25,-170.87,-23.14
13.08.2017,107202.43,107906.98,110232.52,104939.35,6.96,0.22,-704.55,64.51,1.19,-0.52,-56.2,-22.83
20.08.2017,109755.14,107234.84,110229.95,106800.3,5.0,2.38,2520.3,61.52,-0.59,-2.26,201.05,-19.47
27.08.2017,110010.49,110175.25,110530.75,109444.68,2.0,0.23,-164.76,62.3,0.65,-0.31,-13.14,-19.13
03.09.2017,108451.7,110349.12,110439.71,108117.35,4.58,-1.42,-1897.42,61.1,1.95,-0.49,-151.36,-21.18
10.09.2017,107741.7,109029.29,109865.22,107448.99,5.13,-0.65,-1287.59,59.15,3.42,0.76,-102.71,-22.12
17.09.2017,104122.85,108016.93,108073.9,103411.76,4.33,-3.36,-3894.08,59.21,2.23,1.7,-310.64,-26.88
24.09.2017,102907.73,103676.77,104136.81,100987.15,4.5,-1.17,-769.04,50.22,1.2,1.93,-61.35,-28.48
01.10.2017,104137.48,102934.43,105047.74,102883.46,4.42,1.2,1203.05,53.14,-3.34,1.44,95.97,-26.86
08.10.2017,106225.69,100324.38,106598.53,99210.33,4.78,2.01,5901.31,50.97,2.79,0.55,470.76,-24.11
15.10.2017,108488.69,106554.6,109273.03,106088.29,4.37,2.13,1934.09,51.88,1.01,1.0,154.29,-21.13
22.10.2017,107884.03,108167.46,108847.46,106932.14,4.23,-0.56,-283.43,53.98,4.66,3.19,-22.61,-21.93
29.10.2017,111292.78,108781.76,114539.84,108294.5,7.32,3.16,2511.02,53.37,2.7,2.58,200.31,-17.44
05.11.2017,108949.35,111914.24,115093.34,108712.63,5.95,-2.11,-2964.89,50.25,2.34,-0.59,-236.52,-20.53
12.11.2017,106239.46,109638.06,110705.28,105624.3,5.29,-2.49,-3398.6,48.36,-1.26,0.35,-271.11,-24.1
19.11.2017,104539.41,106399.34,106946.86,103016.49,4.81,-1.6,-1859.93,47.83,1.82,1.71,-148.37,-26.33
26.11.2017,103558.98,104787.4,106180.68,101490.73,4.76,-0.94,-1228.42,49.57,-0.2,-0.78,-97.99,-27.63
03.12.2017,107921.34,103350.58,108182.2,103350.58,4.43,4.21,4570.76,50.46,-0.52,-1.9,364.62,-21.88
10.12.2017,109330.17,108788.52,110050.72,107851.65,4.7,1.31,541.65,57.94,-0.27,0.6,43.21,-20.03
17.12.2017,111099.47,109812.25,112156.74,109628.27,5.05,1.62,1287.22,56.16,3.19,-1.19,102.68,-17.7
24.12.2017,115333.01,111705.21,115840.17,111391.49,3.87,3.81,3627.8,58.44,2.48,-0.67,289.4,-12.12
31.12.2017,116637.94,115734.5,118395.13,115152.31,5.94,1.13,903.44,60.16,1.12,-1.41,72.07,-10.4
07.01.2018,114644.62,117514.33,117783.7,112884.4,6.14,-1.71,-2869.71,56.69,3.33,0.31,-228.92,-13.03
14.01.2018,115147.06,114286.27,117758.87,111107.44,7.52,0.44,860.79,60.21,-1.8,1.55,68.67,-12.37
21.01.2018,120701.92,115639.18,120701.92,115288.81,6.61,4.82,5062.74,57.27,2.78,-1.36,403.87,-5.05
28.01.2018,118119.4,121341.2,121531.5,117792.69,5.71,-2.14,-3221.8,61.11,-2.75,0.5,-257.01,-8.45
04.02.2018,113590.27,117724.57,118121.16,112503.82,5.51,-3.83,-4134.3,60.38,-8.44,1.3,-329.8,-14.42
11.02.2018,116510.97,114593.06,117517.62,113248.77,4.54,2.57,1917.91,57.13,3.26,-1.97,153.0,-10.57
18.02.2018,117521.5,117074.69,117854.17,113267.97,4.68,0.87,446.81,54.77,3.81,1.15,35.64,-9.24
25.02.2018,116859.19,118294.74,119245.29,116265.23,4.79,-0.56,-1435.55,52.17,-4.37,0.44,-114.52,-10.11
04.03.2018,116914.52,117033.0,117720.2,115929.73,4.14,0.05,-118.48,54.91,1.74,0.11,-9.45,-10.04
11.03.2018,117216.28,117703.96,118978.24,116829.39,5.0,0.26,-487.68,53.69,1.1,2.85,-38.9,-9.64
18.03.2018,116602.82,117175.22,118589.72,115082.91,5.92,-0.52,-572.4,51.08,6.4,1.6,-45.66,-10.45
25.03.2018,114930.22,117125.86,117787.79,113426.21,6.77,-1.43,-2195.64,52.25,-0.26,-0.68,-175.15,-12.65
01.04.2018,114737.54,115216.63,115390.46,113281.87,5.03,-0.17,-479.09,49.85,-4.5,2.27,-38.22,-12.9
08.04.2018,109604.01,115425.57,115465.01,106624.09,6.04,-4.47,-5821.56,53.89,8.15,1.29,-464.4,-19.66
15.04.2018,110932.48,109860.89,112406.55,107439.14,6.12,1.21,1071.59,48.47,2.04,-0.5,85.48,-17.92
22.04.2018,107614.27,110630.37,110851.33,106277.96,3.91,-2.99,-3016.1,43.35,0.78,-0.84,-240.6,-22.28
29.04.2018,102599.22,107940.24,108170.76,101548.55,4.31,-4.66,-5341.02,42.44,0.31,4.55,-426.06,-28.89
06.05.2018,101852.48,102575.19,102877.36,97849.2,5.28,-0.73,-722.71,38.75,3.01,2.07,-57.65,-29.87
13.05.2018,102410.3,101738.2,103762.98,100654.84,4.67,0.55,672.1,43.12,1.8,4.13,53.61,-29.14
20.05.2018,103200.08,102166.51,103769.84,100888.77,5.21,0.77,1033.57,29.93,-2.64,4.82,82.45,-28.1
27.05.2018,99171.21,104481.11,106525.25,97990.64,5.62,-3.9,-5309.9,29.43,0.46,-1.22,-423.58,-33.4
03.06.2018,95875.71,99264.37,100510.33,95126.49,5.17,-3.32,-3388.66,29.36,-0.43,-3.8,-270.32,-37.74
10.06.2018,94540.84,95922.27,97186.54,92750.94,3.44,-1.39,-1381.43,21.37,-3.95,5.72,-110.2,-39.5
17.06.2018,95852.11,94235.9,96186.76,92288.59,4.12,1.39,1616.21,20.56,2.87,-1.12,128.93,-37.77
24.06.2018,96520.07,99255.76,99394.05,93365.45,6.05,0.7,-2735.69,23.02,5.15,-1.93,-218.23,-36.89
01.07.2018,98733.89,96094.44,99806.42,95654.92,5.21,2.29,2639.45,25.65,-2.93,-0.37,210.55,-33.98
08.07.2018,89897.67,99596.1,100807.75,88168.89,7.67,-8.95,-9698.43,32.81,-2.31,6.23,-773.66,-45.62
15.07.2018,94082.34,90683.46,94169.41,89165.56,6.19,4.65,3398.88,26.46,-3.0,-1.29,271.14,-40.1
22.07.2018,95584.84,94173.46,96680.76,91722.71,7.11,1.6,1411.38,32.71,1.67,1.26,112.59,-38.13
29.07.2018,95610.48,95340.39,97409.55,94153.27,5.79,0.03,270.09,30.2,-1.45,4.71,21.55,-38.09
05.08.2018,94939.63,95290.46,98743.89,88598.12,8.49,-0.7,-350.83,28.34,-0.55,26.49,-27.99,-38.98
12.08.2018,88734.76,93869.51,95299.14,84654.5,8.97,-6.54,-5134.75,31.02,-1.35,-6.43,-409.61,-47.15
19.08.2018,90185.99,88984.52,90476.48,88938.61,388.95,1.64,1201.47,28.41,5.55,-0.12,95.84,-45.24
26.08.2018,92723.4,90921.33,94279.73,89999.2,4.22,2.81,1802.07,29.33,2.11,8.84,143.75,-41.89
02.09.2018,93274.15,92291.29,94656.05,92205.55,4.59,0.59,982.86,28.44,-0.76,-2.16,78.4,-41.17
09.09.2018,94759.64,93532.9,96298.9,91206.17,6.03,1.59,1226.74,28.49,1.64,-3.54,97.86,-39.21
16.09.2018,97988.16,94477.37,97988.16,93790.14,7.83,3.41,3510.79,29.49,0.91,2.0,280.06,-34.96
23.09.2018,99956.9,98284.19,100637.69,97781.97,8.74,2.01,1672.71,31.04,4.97,-3.78,133.44,-32.37
30.09.2018,94883.47,100075.2,100646.97,93169.15,6.83,-5.08,-5191.73,30.1,1.74,1.28,-414.16,-39.05
07.10.2018,96657.42,94132.17,97168.89,93389.22,7.62,1.87,2525.25,26.25,-4.43,-4.26,201.44,-36.71
14.10.2018,96454.57,97346.96,99553.94,96335.38,7.41,-0.21,-892.39,26.66,-0.81,-3.91,-71.19,-36.98
21.10.2018,90541.53,97215.75,97406.25,90541.53,5.45,-6.13,-6674.22,32.25,-2.71,-0.88,-532.42,-44.77
28.10.2018,94123.02,90883.69,94570.59,88564.44,5.26,3.96,3239.33,30.51,-6.17,-2.92,258.41,-40.05
04.11.2018,92839.21,94523.72,96282.05,92127.06,6.54,-1.36,-1684.51,37.05,-3.64,0.57,-134.38,-41.74
11.11.2018,93616.45,93005.79,94308.29,91297.67,5.86,0.84,610.66,36.9,-4.87,-2.36,48.71,-40.72
18.11.2018,93003.27,93568.15,94602.73,91545.81,5.73,-0.65,-564.88,35.98,-11.92,-0.83,-45.06,-41.53
25.11.2018,95416.03,93521.69,95544.59,93043.02,6.79,2.59,1894.34,41.33,-0.15,-1.41,151.12,-38.35
02.12.2018,93699.49,96366.96,96829.78,92375.25,6.18,-1.8,-2667.47,39.03,5.04,1.73,-212.79,-40.61
09.12.2018,90528.64,93245.87,93453.7,89337.5,5.15,-3.38,-2717.23,45.64,-2.25,1.14,-216.76,-44.78
16.12.2018,91860.75,90595.64,92583.49,89567.01,5.31,1.47,1265.11,45.12,-10.72,-0.85,100.92,-43.03
23.12.2018,90435.33,92138.85,92435.66,90107.39,2.99,-1.55,-1703.52,43.38,-3.01,-0.86,-135.89,-44.91
30.12.2018,88830.82,90675.11,91338.37,87399.02,3.27,-1.77,-1844.29,46.81,9.31,1.11,-147.12,-47.02
06.01.2019,91687.04,89444.74,92028.48,89280.82,5.01,3.22,2242.3,48.63,5.99,2.32,178.87,-43.26
13.01.2019,98454.88,90825.39,98662.21,90388.37,7.18,7.38,7629.49,48.34,3.67,-2.32,608.62,-34.35
20.01.2019,101801.42,98627.47,102319.92,97634.93,7.64,3.4,3173.95,55.57,-1.69,-1.12,253.19,-29.94
27.01.2019,102937.14,101822.8,105930.24,101077.08,7.76,1.12,1114.34,59.48,1.8,-1.15,88.89,-28.44
03.02.2019,102451.74,103078.49,103852.06,101620.48,6.63,-0.47,-626.75,58.73,-1.04,0.75,-50.0,-29.08
10.02.2019,102715.01,103287.56,104977.36,100749.57,7.23,0.26,-572.55,58.36,6.68,0.46,-45.67,-28.74
17.02.2019,103185.7,102866.81,103468.1,100713.11,5.82,0.46,318.89,63.2,1.31,0.9,25.44,-28.12
24.02.2019,103266.58,103874.99,105269.35,102956.65,7.49,0.08,-608.41,59.5,-3.05,1.05,-48.53,-28.01
03.03.2019,101538.28,103564.09,104866.55,100873.61,7.61,-1.67,-2025.81,56.49,1.03,1.04,-161.6,-30.29
10.03.2019,103304.05,101886.95,103380.35,100651.72,6.22,1.74,1417.1,57.92,2.16,0.3,113.05,-27.96
17.03.2019,99835.31,103785.14,105929.13,99652.38,8.27,-3.36,-3949.83,55.05,-0.19,5.8,-315.09,-32.53
24.03.2019,93784.18,100027.45,100381.74,90523.89,8.42,-6.06,-6243.27,51.52,2.03,-3.6,-498.04,-40.5
31.03.2019,98783.36,93908.43,99214.08,91864.5,6.89,5.33,4874.93,44.9,2.85,1.27,388.88,-33.91
07.04.2019,95976.82,98978.89,99076.85,95028.49,5.5,-2.84,-3002.07,49.65,1.72,2.54,-239.48,-37.61
14.04.2019,96861.42,95760.29,98661.99,95191.67,4.73,0.92,1101.13,50.23,0.59,0.73,87.84,-36.45
21.04.2019,94783.14,96389.79,96537.15,93891.66,4.03,-2.15,-1606.65,47.01,0.25,2.19,-128.17,-39.18
28.04.2019,93946.08,95039.78,96050.48,93475.69,4.54,-0.88,-1093.7,46.43,-1.8,0.45,-87.25,-40.28
05.05.2019,88533.4,93026.37,93076.15,88315.54,5.81,-5.76,-4492.97,48.0,-0.32,0.34,-358.41,-47.41
12.05.2019,86796.06,88628.65,88740.71,85446.61,6.2,-1.96,-1832.59,36.47,2.25,1.17,-146.19,-49.7
19.05.2019,86072.28,86894.95,87153.69,83535.32,5.55,-0.83,-822.67,33.63,-4.87,0.45,-65.63,-50.65
26.05.2019,90589.73,86505.55,90589.73,85309.68,5.4,5.25,4084.18,36.06,-6.11,-4.02,325.8,-44.7
02.06.2019,93809.09,90335.58,93809.09,89819.98,1.36,3.55,3473.51,41.44,-1.86,-0.12,277.09,-40.46
09.06.2019,90787.01,93761.52,94589.29,90024.05,6.03,-3.22,-2974.51,46.62,-2.02,1.21,-237.28,-44.44
16.06.2019,94022.28,90475.52,95954.82,90392.1,6.88,3.56,3546.76,49.46,5.14,-1.36,282.93,-40.18
23.06.2019,96485.32,96039.5,96650.32,94519.12,5.62,2.62,445.82,54.14,2.07,-0.5,35.56,-36.94
30.06.2019,99634.78,98662.85,100500.83,98374.47,7.09,3.26,971.93,52.18,-3.49,-2.82,77.53,-32.79
07.07.2019,97098.34,98106.02,99870.63,96270.98,6.56,-2.55,-1007.68,53.78,3.88,1.62,-80.38,-36.13
14.07.2019,101849.19,97860.4,102881.92,97633.85,5.02,4.89,3988.79,54.54,-6.37,-1.13,318.19,-29.88
21.07.2019,102837.19,101812.29,104153.89,100846.81,6.26,0.97,1024.9,59.27,1.58,0.3,81.76,-28.58
28.07.2019,99679.44,103146.74,103552.66,99629.79,5.23,-3.07,-3467.3,55.34,-2.47,-1.98,-276.59,-32.73
04.08.2019,99405.03,99406.95,100177.56,97722.73,5.25,-0.28,-1.92,55.06,-5.43,-1.22,-0.15,-33.1
11.08.2019,95734.17,98504.05,98530.87,95730.86,2.2,-3.69,-2769.88,59.95,0.19,1.58,-220.96,-37.93
18.08.2019,97149.04,96501.35,97403.9,94349.28,5.4,1.48,647.69,58.22,1.19,3.25,51.67,-36.07
25.08.2019,96718.48,95648.94,97448.05,95291.5,4.65,-0.44,1069.54,54.5,1.84,1.23,85.32,-36.63
01.09.2019,98987.48,96737.68,100876.62,96737.68,8.34,2.35,2249.8,61.46,1.84,-1.97,179.47,-33.65
08.09.2019,103071.8,99836.53,103258.48,99836.53,7.64,4.13,3235.27,60.67,-2.14,-0.51,258.08,-28.27
15.09.2019,100236.7,102551.8,103320.73,99933.08,7.56,-2.75,-2315.1,59.21,6.74,1.02,-184.68,-32.0
22.09.2019,105152.17,100445.47,105242.05,99583.14,7.85,4.9,4706.7,56.58,-3.69,-1.27,375.46,-25.53
29.09.2019,103463.52,105700.3,105834.02,102061.99,8.25,-1.61,-2236.78,57.79,-5.72,0.45,-178.43,-27.75
06.10.2019,99027.82,103294.05,105176.23,97510.69,9.41,-4.29,-4266.23,60.35,3.67,3.32,-340.33,-33.59
13.10.2019,98415.34,97979.58,98730.64,93031.92,6.59,-0.62,435.76,56.84,-1.8,-1.59,34.76,-34.4
20.10.2019,100215.95,98526.43,101238.8,97171.93,7.13,1.83,1689.52,59.42,4.38,-0.3,134.78,-32.03
27.10.2019,98462.73,100385.44,100542.47,97678.55,4.44,-1.75,-1922.71,57.79,-0.53,-1.08,-153.38,-34.34
03.11.2019,103153.2,99267.44,104017.78,99143.94,7.92,4.76,3885.76,58.82,1.33,0.95,309.98,-28.16
10.11.2019,105379.71,102921.71,105517.87,102368.94,8.3,2.16,2458.0,58.66,1.26,-0.37,196.08,-25.23
17.11.2019,106588.41,105902.43,108142.19,105902.43,9.48,1.15,685.98,60.03,0.14,-0.56,54.72,-23.64
24.11.2019,106903.68,107193.15,107845.98,104718.29,9.22,0.3,-289.47,59.6,-1.51,0.59,-23.09,-23.22
01.12.2019,108869.14,107350.11,109315.16,106701.59,11.07,1.84,1519.03,54.21,3.14,0.52,121.18,-20.63
08.12.2019,110476.59,108896.49,111910.4,107464.85,10.62,1.48,1580.1,56.59,1.29,0.55,126.05,-18.52
15.12.2019,111176.75,110673.98,111955.68,110105.8,10.9,0.63,502.77,56.59,1.41,2.27,40.11,-17.59
22.12.2019,113683.61,111479.29,114534.75,111266.18,12.25,2.25,2204.32,51.29,3.05,0.17,175.84,-14.29
29.12.2019,113684.01,114057.03,115932.05,112617.2,10.21,0.0,-373.02,51.19,0.65,0.37,-29.76,-14.29
05.01.2020,118663.7,112532.38,119140.15,110745.62,12.86,4.38,6131.32,53.7,-5.28,-1.58,489.11,-7.73
12.01.2020,121474.75,119595.16,122482.43,119574.71,14.13,2.37,1879.59,58.53,-0.2,0.22,149.94,-4.03
19.01.2020,122141.75,121879.47,124536.63,120761.35,12.22,0.55,262.28,55.99,-6.41,0.82,20.92,-3.15
26.01.2020,119140.08,120711.7,121673.64,118255.89,11.71,-2.46,-1571.62,54.26,-4.17,0.73,-125.37,-7.11
02.02.2020,121015.14,119436.5,123844.96,118761.62,12.36,1.57,1578.64,62.06,-6.34,0.55,125.93,-4.64
09.02.2020,120151.44,120459.39,121580.54,116647.79,13.0,-0.71,-307.95,58.07,5.23,0.59,-24.57,-5.77
16.02.2020,116829.39,120981.96,121242.4,114453.4,12.45,-2.76,-4152.57,61.36,2.06,0.76,-331.26,-10.15
23.02.2020,105993.65,114984.4,115991.78,99331.99,11.09,-9.27,-8990.75,56.85,-13.64,2.4,-717.21,-24.42
01.03.2020,109600.53,108379.28,113106.57,106425.26,8.79,3.4,1221.25,35.84,-10.39,-2.42,97.42,-19.67
08.03.2020,95605.22,106539.89,106857.2,91644.28,9.26,-12.77,-10934.67,37.33,-25.23,3.94,-872.28,-38.1
15.03.2020,85795.79,92263.97,92263.97,81936.4,8.51,-10.26,-6468.18,28.71,-20.3,3.48,-515.98,-51.02
22.03.2020,88125.04,83043.97,92299.34,82528.45,10.86,2.71,5081.07,27.31,-7.6,-1.49,405.33,-47.95
29.03.2020,89552.61,87937.02,90408.82,86815.14,9.84,1.62,1615.59,28.24,36.82,4.28,128.88,-46.07
05.04.2020,96470.97,90989.07,97482.88,90630.58,11.38,7.73,5481.9,28.38,-7.71,-0.46,437.3,-36.96
12.04.2020,98179.82,95463.15,99044.2,94602.49,11.26,1.77,2716.67,35.1,-10.8,3.46,216.71,-34.71
19.04.2020,98758.96,98661.63,99497.08,97275.89,8.98,0.59,97.33,34.68,-23.65,0.61,7.76,-33.95
26.04.2020,101110.11,100086.33,102328.43,99359.52,9.5,2.38,1023.78,29.52,23.32,0.54,81.67,-30.85
03.05.2020,97845.2,100253.75,100253.75,97671.82,11.01,-3.23,-2408.55,27.93,17.13,1.03,-192.14,-35.15
10.05.2020,99768.15,98419.82,100864.92,97740.33,11.23,1.97,1348.33,29.51,4.94,-2.58,107.56,-32.62
17.05.2020,103024.34,100896.81,103306.72,100896.81,8.12,3.26,2127.53,30.81,8.09,-1.25,169.72,-28.33
24.05.2020,105520.47,103798.0,106291.54,103798.0,8.09,2.42,1722.47,29.35,0.57,0.08,137.41,-25.04
31.05.2020,110021.83,106481.02,110601.92,106356.95,13.7,4.27,3540.81,29.99,19.73,-0.74,282.46,-19.11
07.06.2020,109835.47,110331.85,111042.82,107832.96,15.2,-0.17,-496.38,27.6,-8.44,0.63,-39.6,-19.36
14.06.2020,113611.89,109392.95,114337.53,108716.08,18.86,3.44,4218.94,29.03,8.93,0.59,336.55,-14.39
21.06.2020,114668.41,114701.4,116279.22,113419.64,19.99,0.93,-32.99,30.96,-2.77,0.02,-2.63,-13.0
28.06.2020,116906.73,114668.41,117381.89,114451.19,4.35,1.95,2238.32,29.44,4.34,0.11,178.56,-10.05
